Price,Close,High,Low,Open,Volume
Ticker,BA,BA,BA,BA,BA
Date,,,,,
2010-01-04,43.777557373046875,43.94119651364585,42.702208928651885,43.41910888243347,6186700
2010-01-05,45.211360931396484,45.4139613771678,43.6373007959778,43.83211017453127,8867800
2010-01-06,46.58281326293945,46.746455384660216,45.10226390885284,45.37499582412921,8836500
2010-01-07,48.46855926513672,48.554275841288316,45.99058448436469,46.372409085789045,14379100
2010-01-08,48.00102233886719,48.14128530775956,47.424388331247236,47.95426999760624,7146600
2010-01-11,47.43218231201172,48.38285294346717,47.151656356988475,48.273760177081456,5624900
2010-01-12,47.08930587768555,47.6893188993384,46.68410216283346,46.80878000028378,5273800
2010-01-13,47.65815353393555,48.078942392746455,47.026970245719184,47.22957360998566,4950400
2010-01-14,47.969844818115234,48.0165971493531,47.36203775903579,47.556847066004586,3000400
2010-01-15,47.393211364746094,47.96984826270432,46.917876146001,47.94646912285247,5067300
2010-01-19,47.260746002197266,47.54126894849535,46.723070333544854,47.22178175703641,5427100
2010-01-20,46.91007995605469,47.19839688725736,45.60875228850304,47.01138162420038,5374100
2010-01-21,46.13085174560547,47.73607878525254,45.89708113495881,46.9880116421614,5401300
2010-01-22,45.01652908325195,46.107459275090385,44.961982722287715,45.67887945070551,4743300
2010-01-25,45.02433776855469,45.78019902711353,44.806152239302605,45.46850286599207,3489900
2010-01-26,44.96977233886719,45.58537036143448,44.595738887479804,44.837303458659704,4552000
2010-01-27,48.25816345214844,48.37505022944966,45.84252915005973,45.85032021468784,14758500
2010-01-28,48.74908447265625,49.052986531046756,47.77503788932551,48.42959731222594,8862500
2010-01-29,47.22177505493164,49.40364168187048,47.00358958125941,48.93609755928895,8725400
2010-02-01,48.07893371582031,48.20361154342399,47.31528165017859,47.33086675019828,5919900
2010-02-02,48.26596450805664,48.312719823166546,47.53348240666386,47.7594619708628,7862300
2010-02-03,48.21887969970703,48.485629239240616,47.740299379410196,48.26595420415927,5480600
2010-02-04,46.53993225097656,47.991361854701225,46.485013487128484,47.818761308113615,7490700
2010-02-05,45.818138122558594,46.86944480871193,44.82959445125502,46.453627489834346,9675700
2010-02-08,45.41800308227539,46.26532605703562,45.331701335640844,45.76321006881357,4724500
2010-02-09,46.869441986083984,47.41078530205967,45.810288116330085,45.99073588832198,8250900
2010-02-10,46.71253204345703,47.11265486123341,46.24179597171361,46.84590531843318,4237100
2010-02-11,47.53632354736328,47.661852586725495,46.24180289725114,46.877295342499565,4395800
2010-02-12,46.79883575439453,47.010663553721926,46.23395364192668,46.97143629432234,5178300
2010-02-16,48.06196212768555,48.085500873617434,46.99496708561198,47.4029341056959,4268700
2010-02-17,48.50132751464844,48.6425480548808,47.85799082818917,48.16396766774317,4116200
2010-02-18,49.34077835083008,49.434924332034164,48.42284830018502,48.46991979436367,4390300
2010-02-19,49.889984130859375,50.47839893968424,49.15250156352158,49.15250156352158,7371100
2010-02-22,50.18812561035156,50.58040421479615,49.57616895228121,49.882148777740504,6034100
2010-02-23,49.24665451049805,50.3450327659585,48.83868441806481,50.06259469536453,6483800
2010-02-24,49.803688049316406,49.97629158185231,49.14465991663612,49.4271009724774,3400400
2010-02-25,49.325103759765625,49.403561265030156,48.642539924627116,49.207421991140535,5043100
2010-02-26,49.55262756347656,50.117509647405384,49.450634299912096,49.497708804522134,4416000
2010-03-01,50.211647033691406,50.47055227527562,49.42709004878998,49.46631729946557,5265600
2010-03-02,50.55685806274414,51.25511335625222,50.49409206236931,50.71376707798598,4383200
2010-03-03,50.564701080322266,50.9726741112379,50.25088303893541,50.6666973308989,4289400
2010-03-04,51.42771911621094,51.62385838669886,50.87852556742746,51.06681759110112,7718700
2010-03-05,53.29496383666992,53.381265596192385,51.804304155285834,51.82783991048367,8505600
2010-03-08,52.75361633300781,53.35772863602245,52.6673145754343,53.35772863602245,5075600
2010-03-09,53.185115814208984,53.61661854087403,52.83990884432139,53.012512329265185,7655900
2010-03-10,54.92683792114258,55.29558067338626,53.37341240834248,53.459714158258876,10616500
2010-03-11,54.97390365600586,55.25634462868695,54.252112719462765,54.9817509012732,7289500
2010-03-12,54.78562545776367,55.30343004753593,54.33058088884247,55.29558878598945,5302100
2010-03-15,54.448265075683594,54.73854737790835,53.75785098240143,54.42472931990275,7709000
2010-03-16,53.91477966308594,54.38551285510865,53.585267027239766,54.32274683331968,7494400
2010-03-17,54.43257522583008,54.518876994854054,53.577410769115026,54.110909893219485,6004300
2010-03-18,55.6015625,55.648634009449864,54.283506364144195,54.40903238457567,7433700
2010-03-19,55.48387908935547,57.508037844639084,55.48387908935547,55.48387908935547,17722500
2010-03-22,56.417518615722656,56.99024209577351,56.10369449691675,56.22137928968112,9013600
2010-03-23,56.62933349609375,56.98238180790435,56.10368165915055,56.91177453982057,4985400
2010-03-24,56.739166259765625,57.42957431674178,56.31550472967958,56.81762076851593,7700000
2010-03-25,56.872528076171875,57.61001347851683,56.488096870685176,57.233423532340176,5431000
2010-03-26,56.95100021362305,57.264824268383165,56.76270817504537,57.005924959974855,4933700
2010-03-29,58.14349365234375,58.473006007882134,57.272635294355034,57.33540126275059,9064200
2010-03-30,57.6884765625,58.19843982122118,57.03729280114364,57.9316873226014,4381300
2010-03-31,56.9666862487793,57.31973451689577,56.448875737467034,57.20989701189531,5884600
2010-04-01,57.26483917236328,57.67281234544099,56.723498672348974,57.46097850942438,4411000
2010-04-05,56.51948547363281,57.31188969825175,55.664315254140256,57.26481220924917,9326300
