Price,Close,High,Low,Open,Volume
Ticker,HD,HD,HD,HD,HD
Date,,,,,
2010-01-04,19.698379516601562,20.02817418439385,19.61593019440973,20.02817418439385,13120900
2010-01-05,19.842670440673828,19.91824890060828,19.43729851958449,19.739609738346438,15594300
2010-01-06,19.77396583557129,19.92512145761196,19.71900003569395,19.842672102551933,8833200
2010-01-07,20.007566452026367,20.076272704032494,19.739607089349,19.828927313737374,12058200
2010-01-08,19.9113712310791,20.090010332500988,19.7121207825042,19.92511300283944,15609800
2010-01-11,19.34797477722168,19.938857952208856,19.29300899190806,19.92511617825853,23670500
2010-01-12,19.224294662475586,19.47851214907879,19.16245801196365,19.341097078943992,23075800
2010-01-13,19.327354431152344,19.40980373158227,19.238035556966498,19.238035556966498,15639100
2010-01-14,19.44416618347168,19.54035729859891,19.32049413914433,19.32049413914433,13208200
2010-01-15,19.629676818847656,19.712126161420414,19.23804539022471,19.451037668679888,23013500
2010-01-19,19.842670440673828,19.890766658215345,19.47852253841786,19.55409968786438,14170100
2010-01-20,19.691513061523438,19.81518641739637,19.47852078779107,19.71899661193423,13256400
2010-01-21,19.56783103942871,19.966333170481427,19.45789950744777,19.670891686849938,18900600
2010-01-22,19.0456600189209,19.615930464599447,19.018177784803427,19.402938235860784,16696600
2010-01-25,18.976953506469727,19.20368750426211,18.901375070376428,19.20368750426211,11098400
2010-01-26,19.052532196044922,19.20368908063957,18.894505735321086,18.894505735321086,13275800
2010-01-27,19.12810516357422,19.183070930289023,18.88762944276422,18.97694963273031,12821800
2010-01-28,18.784568786621094,19.20368357671173,18.681508137882137,19.1899418074166,19430400
2010-01-29,19.24490737915039,19.29987314528682,18.812050824149658,18.942595010156396,22453800
2010-02-01,19.506000518798828,19.5472258391125,19.176205819215323,19.244913375917132,17172100
2010-02-02,19.945728302001953,19.959468765094527,19.444164050224746,19.50600072084813,19640800
2010-02-03,19.56096839904785,19.883893557018446,19.41668369394525,19.883893557018446,19437300
2010-02-04,19.189943313598633,19.602187251397943,19.12810665740437,19.40293551244146,19813600
2010-02-05,19.224294662475586,19.28613131298752,18.91511272040314,19.13497578422903,20229400
2010-02-08,19.643409729003906,19.883885449949126,19.56096042364171,19.602185731566433,26005400
2010-02-09,19.835800170898438,19.986955775005807,19.62967746294706,19.835800170898438,18057700
2010-02-10,19.68463706970215,19.897629288205724,19.51286885563758,19.815181279327714,14481500
2010-02-11,19.918245315551758,19.973211100932346,19.609063264218825,19.725864411475847,14614200
2010-02-12,19.925113677978516,19.925113677978516,19.61593035533211,19.753345456616632,15027700
2010-02-16,20.22742462158203,20.268648624729746,19.877017318607873,20.007561524144307,13317200
2010-02-17,20.625930786132812,20.65341302336225,20.440420770505302,20.447291657434583,21524600
2010-02-18,20.818315505981445,20.87328130446668,20.5228751581783,20.625935866527122,16564800
2010-02-19,20.715240478515625,20.921363063221946,20.612179841406014,20.75646447126205,18576300
2010-02-22,20.832056045532227,20.99008254297747,20.74960800794685,20.887021840751785,16101000
2010-02-23,21.12749481201172,21.319875724351967,20.852665873302612,20.996950574691986,35770100
2010-02-24,21.546606063842773,21.587830069950563,21.12062029910384,21.14810384350072,22937500
