Price,Close,High,Low,Open,Volume
Ticker,MA,MA,MA,MA,MA
Date,,,,,
2010-01-04,23.61797332763672,23.743033162656,23.54716753349442,23.72372249152628,9321000
2010-01-05,23.548093795776367,23.720970834210508,23.2694675610848,23.709936913296712,12906000
2010-01-06,23.514055252075195,23.576622728589864,23.23250511765914,23.576622728589864,10785000
2010-01-07,23.360395431518555,23.376037298356874,23.09264626291222,23.315310773258,11273000
2010-01-08,23.36867332458496,23.455162497798806,23.158890178517623,23.216856158495574,8635000
2010-01-11,22.984071731567383,23.495646531630882,22.807413249698207,23.422960033095595,11171000
2010-01-12,22.971187591552734,23.272980955892123,22.869977911120923,22.964746927663,8595000
2010-01-13,23.56833839416504,23.576620002140153,22.971193919819697,23.16901536804403,8585000
2010-01-14,23.966737747192383,24.091870909501985,23.41651896846,23.577535582654434,12433000
2010-01-15,24.166400909423828,24.46359285950513,23.97318095191725,24.089112926421194,19419000
2010-01-19,24.359615325927734,24.831626444964048,24.078984919834415,24.152592751354867,14633000
2010-01-20,24.23448371887207,24.488430139428704,24.124990680545643,24.1995198650698,10211000
2010-01-21,23.78548240661621,24.566647422806312,23.564658826461187,24.249212100436743,14131000
2010-01-22,23.169008255004883,24.013660056211986,23.101841082993424,23.682423918095534,13251000
2010-01-25,23.2278995513916,23.391676706730202,22.863540439092493,23.315308322819327,10811000
2010-01-26,22.874582290649414,23.290466747877385,22.8230569690406,23.188335698274305,11194000
2010-01-27,23.58489418029785,23.594095379739667,22.850654961364956,22.97302933448667,10066000
2010-01-28,22.951866149902344,23.7339505444316,22.618790806509068,23.582133387721807,16120000
2010-01-29,22.993268966674805,23.475400895775753,22.918741538962458,23.109200910882723,15042000
2010-02-01,23.317148208618164,23.601458816353347,23.102765322100325,23.10644720633247,9329000
2010-02-02,23.23801612854004,23.582131835523423,23.16900801549607,23.572932391736828,13404000
2010-02-03,22.779813766479492,23.370517591477103,22.73196856951785,23.22790334924804,17961000
2010-02-04,20.436311721801758,21.671083251701205,20.324059924078984,21.56159198862843,108380000
2010-02-05,20.310260772705078,20.739028212060223,19.97994598479261,20.739028212060223,58136000
2010-02-08,20.83104705810547,21.02058868838847,20.257825952952253,20.33419436137597,28165000
2010-02-09,20.559608459472656,21.038060289362765,20.51820394044468,21.033460567226015,16486000
2010-02-10,20.877042770385742,20.965371120123727,20.398590961578712,20.398590961578712,18326000
2010-02-11,21.070266723632812,21.096950731807997,20.685666015996667,20.877046776241322,12221000
2010-02-12,20.746389389038086,20.955251170245,20.670021015238582,20.955251170245,14838000
2010-02-16,20.729827880859375,20.993895101582687,20.656220042494265,20.849439960096692,17568000
2010-02-17,20.686580657958984,20.798832470281667,20.55776739053118,20.757427955044278,12500000
2010-02-18,20.426197052001953,20.637819385791794,20.390311845748037,20.637819385791794,17281000
2010-02-19,20.484161376953125,20.600093327930207,20.20537013062828,20.41883338913717,17620000
2010-02-22,20.632291793823242,20.881638442077325,20.503478545263608,20.503478545263608,10856000
2010-02-23,20.42803382873535,20.581690164222945,20.18420820139623,20.538446460047904,16517000
2010-02-24,20.40319061279297,20.528325512315867,20.15016378851506,20.428033674018792,15190000
2010-02-25,20.379268646240234,20.532005385269112,19.91369817219654,20.200769252912433,19896000
2010-02-26,20.644258499145508,20.71510580292208,20.339706350270543,20.516364812991892,10947000
2010-03-01,21.414384841918945,21.42542522995142,20.737191904004618,20.78871722472206,24265000
2010-03-02,21.32880973815918,21.487067543681178,21.076702516306145,21.372974788767603,13247000
2010-03-03,21.36009979248047,21.57540228431998,21.254288611302314,21.330657001665188,13620000
2010-03-04,21.43830680847168,21.48063268379384,21.14571634030117,21.321455241905188,10161000
2010-03-05,22.040048599243164,22.063970313265592,21.41162055635733,21.499029316559444,32910000
2010-03-08,22.598548889160156,22.733802832100107,21.93423739902499,21.998644038520208,29561000
2010-03-09,22.6785945892334,23.17636659365382,22.511135592290803,22.547019036296685,21849000
2010-03-10,22.965669631958008,23.048478680314307,22.641795451796373,22.735644887623735,19561000
2010-03-11,23.019954681396484,23.048477875053766,22.647315731761804,22.823054616253682,11508000
2010-03-12,22.999706268310547,23.165324310083978,22.867212887861168,23.099998090580584,8736000
2010-03-15,23.009836196899414,23.092645250672557,22.629835196124755,23.092645250672557,11262000
2010-03-16,22.941749572753906,23.12208819912602,22.71908507064374,23.025478220712387,9672000
2010-03-17,22.878252029418945,23.09447576721022,22.70803427570499,22.973022777164257,11144000
2010-03-18,22.662033081054688,22.894818320331428,22.507457153763834,22.894818320331428,7593000
2010-03-19,22.483535766601562,22.8258122926669,22.31699634806631,22.483535766601562,9801000
2010-03-22,22.733806610107422,22.84053737972945,22.289398968787456,22.339083346819407,8089000
2010-03-23,22.596712112426758,23.062282699377842,22.485379862942835,22.732887428852063,11016000
2010-03-24,22.51297950744629,22.715400626859687,22.445812332123044,22.560824690756654,7700000
2010-03-25,22.642704010009766,23.029145462349973,22.642704010009766,22.67490731812573,13145000
2010-03-26,22.65651512145996,22.887459432824055,22.548863019969822,22.749444953063225,10836000
2010-03-29,22.81937026977539,22.932541675019095,22.690555247890465,22.71999978457505,7287000
2010-03-30,23.224220275878906,23.35487452839287,22.928869255971456,22.93162979189812,12046000
2010-03-31,23.370512008666992,23.39627466588056,23.13312702292785,23.204893923751534,9333000
2010-04-01,23.364990234375,23.544410990931,23.192011896877826,23.5131272638423,11188000
2010-04-05,23.51588249206543,23.579369525373654,23.26653583498618,23.41927079727742,7457000
2010-04-06,23.80755615234375,24.014578730745267,23.44411670969988,23.448718186413895,13992000
2010-04-07,23.536893844604492,23.895019882093255,23.46784569484998,23.835178269370505,7831000
2010-04-08,23.649211883544922,23.687878287290985,23.389593848692428,23.389593848692428,6402000
2010-04-09,23.833343505859375,23.935533807695155,23.64369196005775,23.82137482936421,4966000
2010-04-12,23.89686393737793,24.02851409186288,23.778100828679662,23.78086296562236,6537000
2010-04-13,23.798349380493164,23.986158837326077,23.67958806036806,23.816762451077523,7131000
2010-04-14,24.2246036529541,24.325873793765272,23.753240595514676,23.850826717123777,11661000
2010-04-15,24.178577423095703,24.36546504931348,24.143593281621147,24.35994077540499,6282000
2010-04-16,23.890413284301758,24.278919245206218,23.77625435237293,24.031269939743872,11495000
2010-04-19,23.687875747680664,24.077303636192028,23.4503530770007,23.828732419359163,9559000
2010-04-20,24.064409255981445,24.2015836324551,23.675901584418877,23.839775437259124,7375000
2010-04-21,23.990758895874023,24.24485257257376,23.82412466200121,24.24485257257376,5035000
2010-04-22,24.083749771118164,24.168448859178753,23.200863404700446,23.82597199924334,8638000
2010-04-23,24.601144790649414,24.634286918512917,24.120575156791872,24.268796361250818,10379000
2010-04-26,24.46857261657715,24.785271862955202,24.45936783575747,24.687683977786644,7095000
2010-04-27,23.46232032775879,24.469492177936534,23.461398444990408,24.469492177936534,10947000
2010-04-28,23.292009353637695,23.6878817422641,23.069217436124912,23.617913452146787,17995000
2010-04-29,23.511117935180664,23.792831315948774,23.180611485003684,23.358292570197303,14089000
2010-04-30,22.83536148071289,23.69707220762729,22.646631953214165,23.679581024945882,16675000
2010-05-03,23.08394432067871,23.143785939272142,22.51315301645194,23.12537286340223,16928000
2010-05-04,23.130895614624023,23.700766754332314,22.860229036250804,23.326069640480902,29370000
2010-05-05,21.905529022216797,22.922827454828454,21.727846229444516,22.831683985653797,25627000
2010-05-06,21.202177047729492,21.91014294334083,19.42535520871681,21.672620180792958,34273000
2010-05-07,20.538394927978516,21.540964584944685,20.441728915865394,21.02264687149344,29304000
2010-05-10,21.203086853027344,21.73797374996116,21.020801663445212,21.541879635036583,29826000
2010-05-11,20.552202224731445,20.943472144928617,20.368076752845173,20.936105861756648,29271000
2010-05-12,21.415760040283203,21.747188420212044,20.676492343110407,20.71423862619729,29123000
2010-05-13,21.38721466064453,22.087815705490573,21.226102917874364,21.423118921136748,22049000
2010-05-14,19.558841705322266,20.25576060337653,19.24766671319809,19.821221873897283,101983000
2010-05-17,19.407852172851562,19.94734319789172,19.1666472707981,19.815693080162387,34138000
2010-05-18,18.67134666442871,19.758613352606943,18.005729802848244,19.603947776793067,70828000
2010-05-19,18.638206481933594,19.632489551534505,18.04900046426724,18.693443942476087,91584000
